UniProt Accession	129C:127C	129C:127N	128C:127C	128C:127N
P28651	0.337	0.335	0.216	0.2165
Q9EQH3	0.161	0.203	0.059	0.1035
Q9WUQ2	-0.173	-0.196	-0.135	-0.1645
Q8K406	-0.036	0.03	-0.109	-0.0655
Q9JMA1	0.162	0.171	0.117	0.1515
H3BKQ3	-0.028	-0.046	-0.062	-0.0215
E9PV45	-0.132	-0.127	-0.109	-0.0885
Q91V09	-0.191	-0.196	-0.149	-0.1435
Q9DAR7	0.072	0.042	0.071	0.0435
Q8K341	-0.14	-0.196	-0.063	-0.1145
B7ZCJ1	-0.124	-0.02	-0.1	-0.0265
Q61425	-0.117	-0.188	-0.164	-0.2245
Q68FF6	0.118	0.09	0.132	0.1235
Q7TT37	-0.173	-0.193	-0.041	-0.0955
P62918	-0.347	-0.336	-0.226	-0.1975
Q61792	-0.133	-0.053	-0.122	-0.0435
Q8CCN5	0.041	-0.029	-0.009	-0.0485
G3X8Y3	-0.342	-0.299	-0.275	-0.2135
O35864	0.029	0.002	0.027	0.0145
P62897	-0.171	-0.004	-0.217	-0.0495
Q62418	0.009	0.174	0.023	0.1785
Q0VBL3	-0.283	-0.305	-0.213	-0.1805
Q9DAW9	-0.127	-0.037	-0.056	0.0195
B1ATI0	0.037	0.033	0.052	0.0485
E9PYG6	0.052	-0.05	0.022	-0.0355
A0A0R4IZY9	0.072	0.118	0.064	0.0655
Q11136	-0.166	-0.228	-0.176	-0.2875
Q8VD65	0.013	-0.069	-0.035	-0.1165
Q68FM6	1.272	1.372	1.043	1.1125
Q9CQ60	0.275	0.282	0.226	0.2385
Q6P1D5	1.248	1.694	1.114	1.4735
Q8CAA7	-0.16	-0.186	-0.163	-0.1635
Q9QZ06	0.189	0.175	0.134	0.1325
Q9CRC8	0.064	0.019	0.067	0.0375
Q99KV1	0.458	0.579	0.488	0.5645
Q8CHT0	-0.336	-0.182	-0.185	-0.0715
Q6NVF0	-0.05	-0.064	-0.026	-0.0735
Q8CI51	-0.094	-0.109	-0.028	-0.0685
Q9WVK4	0.073	0.123	0.086	0.1205
P62881-2	-0.063	-0.08	-0.071	-0.0885
Q8CJ19	-0.105	-0.091	-0.12	-0.0465
Q3UGY8	0.083	0.115	-0.004	0.0225
O88851	0.004	-0.029	0.052	0.0085
Q9Z2I0	0.073	0.222	0.03	0.1335
Q8BH04	0.055	0.088	0.032	0.0605
O35681	0.528	0.507	0.38	0.4035
Q0VBD0	0.342	0.41	0.254	0.2805
Q9WVA3	-0.21	-0.28	-0.134	-0.2005
B9EJ54	0.048	-0.027	0.042	-0.0005
P52479-2	0.194	0.069	0.172	0.0255
Q80UK0	0.028	0.053	0.022	-0.0085
Q8BYJ6	0.123	-0.012	0.062	-0.0145
Q6NZC7	0.035	-0.006	-0.008	-0.0175
P97370	0.712	0.689	0.571	0.5255
P84096	0.029	0.039	-0.035	-0.0145
Q8C0M9	-0.022	0.028	-0.062	0.0035
Q91W86	-0.226	-0.181	-0.153	-0.1775
G5E870	-0.054	-0.14	-0.045	-0.1255
Q8R2R9	0.017	-0.029	-0.038	-0.0655
Q8BG51-4	-0.054	-0.078	-0.06	-0.0855
Q9D7N9	-0.124	-0.105	-0.088	-0.0825
A2A699	0.392	0.436	0.283	0.2905
G3UXL2	0.015	-0.042	-0.079	-0.0765
Q3UW66	-0.013	0.041	0.039	0.0715
Q91XU0	0.042	0.01	0.061	-0.0275
Q8BG32	0.013	0.12	0.079	0.2125
Q6P1I6-3	0.136	0.154	0.117	0.1445
Q8K400	0.023	-0.058	-0.023	-0.0655
A0A1W2P872	0.028	0.136	0.054	0.1585
Q91XH5	0.094	0.163	0.078	0.1255
Q60823	-0.027	-0.091	-0.001	-0.0545
P06802	0.834	0.716	0.629	0.5305
O54865	0.214	0.134	0.167	0.0555
Q9WVK8	0.01	-0.082	-0.078	-0.1745
Q3UNH4	-0.196	0.007	-0.095	0.0925
Q6PDY2	-0.377	-0.165	-0.372	-0.1485
P70429	-0.03	-0.057	0.039	0.0555
Q9CY27	-0.28	-0.271	-0.186	-0.1815
Q78IK4	-0.073	-0.031	0.009	0.0505
Q9JLZ3	0.007	0.043	-0.037	0.0565
Q9DBP5	0.138	0.219	0.162	0.2575
Q9CXT8	-0.183	-0.042	-0.186	-0.1165
Q91XD6	-0.188	-0.259	-0.165	-0.1905
Q8BKZ9	-0.015	0.128	-0.077	0.0895
Q9QXB9	-0.197	-0.29	-0.167	-0.2395
Q80U93	0.079	0.053	0.061	-0.0095
Q60770	-0.191	-0.14	-0.223	-0.1615
Q9D415	0.08	-0.061	-0.006	-0.0715
H7BX95	-0.05	0.1	-0.074	0.0745
Q6P8	-0.002	0.056	0.052	0.0945
F8VPQ1	-0.124	-0.127	-0.139	-0.1535
Q9DCC5	-0.031	0.04	0.02	0.0895
Q8K0C4	-0.332	-0.431	-0.332	-0.3585
Q8CHI8	-0.142	-0.107	-0.082	-0.0855
Q3V2H3	0.078	0.172	0.015	0.1125
E9PVD3	0.939	0.845	0.857	0.7975
E9PZM8	0.74	0.594	0.514	0.4655
E9PWG2	-0.217	-0.105	-0.316	-0.1815
P35979	0.103	0.063	0.108	0.0765
Q9Z1D1	0.116	0.072	0.185	0.1515
P54731	0.062	0.034	0.057	0.0055
Q8C863	-0.169	-0.148	-0.134	-0.1135
Q9JIA1	0.097	0.106	0.014	0.0255
Q8BHS3	-0.228	-0.267	-0.071	-0.0685
Q9D964	0.108	-0.018	0.071	-0.0585
Q9Z1A1	0.014	0.038	-0.083	-0.0055
Q8R2Y2	0.463	0.454	0.339	0.3605
Q8VCM8	-0.183	-0.108	-0.109	-0.0775
P14206	-0.014	0.022	0.037	0.0695
A0A0A0MQ68	-0.211	-0.246	-0.152	-0.1725
O88444	0.021	-0.001	0.041	-0.0385
P63321	-0.013	0.036	-0.002	0.0515
Q5SVR0	-0.125	0	-0.071	0.0075
Q9ESW4	-0.171	-0.148	-0.125	-0.0575
Q61704	0.762	0.874	0.563	0.5805
P43275	-0.479	-0.425	-0.175	-0.1205
Q8K298	-0.089	-0.037	-0.216	-0.1155
Q8BH58	-0.044	-0.005	-0.027	-0.0245
O70435	-0.083	-0.023	0.015	0.0775
Q9CQM9	0.079	0.149	0.14	0.1615
P62996	-0.185	-0.237	-0.176	-0.2045
P68037	0.28	0.278	0.216	0.2105
P62281	-0.62	-0.564	-0.462	-0.4315
P49615	-0.096	-0.041	-0.035	-0.0065
P62983	-0.485	-0.26	-0.37	-0.1305
Q9CZU3	-0.015	-0.099	0.031	-0.0505
G3X9K3	-0.009	0.028	0.038	0.0095
Q99JB2	0.135	0.121	0.113	0.1315
Q80W47	0.054	-0.047	-0.082	-0.0725
Q8R574	0.031	-0.047	0.004	-0.0815
Q8R164	0.003	-0.077	-0.097	-0.1225
P17563	0.059	0.043	0.056	-0.0165
Q91W43	-0.087	-0.161	-0.051	-0.1285
Q9R1C6	-0.026	-0.103	-0.06	-0.1225
Q4VBD2	-0.133	-0.192	-0.154	-0.1495
Q9D906	0.014	-0.106	0.052	-0.0345
Q61136	-0.279	-0.181	-0.149	-0.1025
P62301	-0.329	-0.316	-0.209	-0.2005
Q9D0F3	0.168	0.191	0.135	0.2055
Q07113	-0.102	0.064	-0.072	0.1095
Q8K284	-0.049	-0.182	-0.034	-0.1225
Q9JLI8	-0.063	0.043	0.028	0.0945
Q9Z1Q5	0.24	0.148	0.192	0.1305
Q9Z2U1	-0.024	0.087	0.08	0.1195
A2ALS5-2	-0.031	-0.036	-0.018	0.0105
Q6PFB2	-0.102	-0.171	-0.024	-0.0625
Q8BLQ9	0.741	0.812	0.639	0.6925
H3BJW3	0.03	0.064	0.056	0.0945
Q810B8	0.713	0.654	0.54	0.4655
Q9D5T0	-0.153	-0.04	-0.105	-0.0005
P16332	0.076	0.066	0.061	0.0495
Q99KK2	-0.146	-0.224	-0.132	-0.1965
Q8C570	-0.008	-0.049	0.022	-0.0045
P55088-3	-0.19	-0.105	-0.167	-0.1005
A2ALV3	0.141	0.26	0.085	0.2155
Q9DBC7	0.097	0.164	0.056	0.1015
A0A0R4J124	0.087	0.105	0.045	0.0585
O54734	-0.025	-0.093	0.002	-0.0545
A2A432	-0.257	-0.226	-0.247	-0.1855
P63137-2	0.163	0.19	0.19	0.1715
Q9D892	-0.341	-0.176	-0.325	-0.1885
Q9QYF9	0.382	0.419	0.305	0.3455
Q91ZV7	1.203	1.317	0.963	1.0935
P19137	0.008	0.064	-0.095	-0.0655
O70325	-0.276	-0.177	-0.147	-0.0935
P20917	0.429	0.507	0.273	0.3825
Q9DBC3	-0.01	-0.147	-0.054	-0.1395
P47963	-0.148	-0.213	-0.138	-0.1845
Q9DCS3	0.084	0.027	0.003	-0.0055
Q8CH25	-0.305	-0.209	-0.179	-0.0905
Q9CR95	-0.005	0.079	0.007	0.0935
P41105	-0.61	-0.455	-0.588	-0.4245
P62812	-0.236	-0.108	-0.175	-0.0625
P07724	0.071	0.125	0.018	0.0265
Q99LD8	0.114	0.185	0.13	0.2055
Q8R3B1	0.179	0.107	0.13	0.0645
Q3TES0	0.064	0.09	0.006	0.0665
Q5F2E8	-0.277	-0.203	-0.302	-0.1495
P97379	-0.139	-0.003	-0.09	0.0445
Q8CHW4	0.126	0.098	0.064	0.0345
Q9QXS6	0.166	0.191	0.099	0.1775
Q925I1	-0.051	0.005	-0.098	-0.0315
Q7TN29	0.003	-0.068	0.052	0.0085
Q99LI7	0.165	-0.041	0.109	-0.0625
Q9JII5	-0.167	-0.079	-0.092	-0.0215
O35841	0.095	0.176	0.133	0.1925
Q9JJK2	-0.018	0.006	-0.043	-0.0385
O35633	-0.128	-0.122	-0.114	-0.0925
Q99KQ4	-0.093	-0.068	-0.042	-0.0055
Q3V0G7	-0.209	-0.141	-0.173	-0.1395
Q8VBW6	0.003	-0.068	0.019	-0.0365
Q505F5	0.006	0.031	0.052	0.0755
G5E895	-0.057	-0.105	-0.066	-0.1215
E9Q0J2	-0.08	-0.064	-0.017	-0.0825
Q8VEH3	-0.192	-0.198	-0.163	-0.1365
P32037	0.163	0.168	0.033	0.0585
A0A0R3P9D0	-0.188	-0.064	-0.028	-0.0095
Q8BH57	-0.09	-0.128	-0.042	-0.0985
Q64444	0.023	0.043	0.015	0.0495
Q80W82	-0.197	-0.136	-0.118	-0.0195
Q6ZQ18	-0.003	0.017	-0.076	-0.0285
Q8BIE6-2	-0.101	-0.23	-0.092	-0.2375
Q8BHE3	0.084	0.19	0.052	0.0945
Q9JLC8	-0.149	-0.249	-0.111	-0.1395
O88544	0.15	0.16	0.141	0.1825
Q6PB93	0.094	0.033	0.082	0.0355
P47856	-0.13	-0.125	-0.119	-0.1165
A2A5Y6	0.036	0.197	0.01	0.1815
Q9R0Y5-2	0.175	0.236	0.096	0.1735
P54822	-0.301	-0.176	-0.199	-0.1085
O70310	-0.172	-0.2	-0.094	-0.0965
Q8C129	0.23	0.343	0.141	0.2975
A2AQN4	-0.238	-0.307	-0.18	-0.2245
Q9CPR4	-0.13	-0.139	-0.052	-0.0345
Q5U3K5	0.07	0.028	0.002	-0.0445
Q3UHB1	-0.243	-0.273	-0.25	-0.2195
Q3TZZ7	0.138	0.002	0.053	-0.0645
E9Q5D6	0.149	0.065	0.113	0.0535
A0A0R4J094	-0.036	-0.027	-0.053	-0.0285
Q8C9H6	-0.004	-0.006	-0.071	-0.0485
Q9CPR5	-0.017	-0.131	-0.007	-0.1225
P51830	0.09	0.104	0.027	0.0885
Q3UXS0	0.258	0.264	0.193	0.2505
Q8BKG3	0.293	0.241	0.268	0.2155
P54923	0.115	0.073	0.154	0.0615
Q6ZQ29-2	-0.208	-0.176	-0.152	-0.1145
Q64475	0.081	0.013	0.031	0.0235
Q99JY8	-0.047	-0.048	-0.086	-0.0565
Q3ULJ0	0.124	0.09	0.049	0.0685
Q9CQF9	-0.156	-0.096	-0.035	-0.0435
Q61578	-0.063	-0.029	-0.048	-0.0095
P23242	-0.109	0.064	-0.121	0.0655
Q9JJV2	-0.1	-0.116	-0.072	-0.0725
P51855	0.013	0.051	0.006	0.0345
O55106	0.053	0.051	0.018	0.0405
Q921J2	-0.118	-0.156	-0.131	-0.1415
Q3TDN2	0.283	0.194	0.183	0.1865
P62830	-0.228	-0.291	-0.187	-0.2105
Q9D1E8	0.07	-0.02	0.004	-0.0865
P07356	0.141	-0.066	0.033	-0.1145
Q99LB2	-0.051	-0.083	-0.021	-0.0475
P51410	-0.107	-0.152	0.026	-0.0115
Q9DAW6	-0.092	-0.057	-0.04	-0.0185
Q9WVQ5	-0.043	0.006	-0.037	0.0305
Q8VE47	0.245	0.263	0.195	0.2115
P70288	-0.245	-0.235	-0.112	-0.1315
Q9Z2D1	0.043	0.034	0.018	-0.0515
Q7TN99	-0.024	-0.019	-0.039	-0.0405
Q5SSZ5-2	-0.085	-0.076	-0.132	-0.1715
A0A1Y7VL44	-0.133	-0.098	-0.115	-0.1095
P54729	-0.185	-0.04	-0.122	0.0385
O54988	-0.323	-0.134	-0.218	-0.0705
A0A087WSP5	0.142	0.053	0.103	0.0425
Q8CHP8	0.053	0.105	-0.029	0.0255
P52196	-0.044	0.07	0.002	0.1035
Q9CPU0	-0.026	-0.017	-0.133	-0.0275
P70236	-0.034	-0.094	-0.004	-0.0595
Q5M8N0	-0.06	-0.02	-0.019	0.0055
Q80TM9	0.231	0.148	0.16	0.0605
P99026	0.006	-0.021	0.041	0.0265
Q9DBL7	-0.246	-0.27	-0.196	-0.2045
Q08943-2	0.162	0.079	0.132	0.0975
Q8VCD6	0.056	-0.007	0.044	-0.0135
Q8BJY1	0.045	0.09	0.1	0.1315
O09126	0.213	0.288	0.126	0.2605
P14131	-0.285	-0.363	-0.235	-0.2955
Q6PDG5	0.046	0.146	0.094	0.1905
Q3UGR5	0.05	0.124	0.057	0.1315
Q8K4R4	-0.038	-0.023	0.029	0.0335
Q8BJH1	-0.535	-0.342	-0.493	-0.2455
P70168	0.313	0.296	0.159	0.2585
P60229	-0.224	-0.04	-0.181	-0.0305
P62317	-0.408	-0.293	-0.377	-0.2315
F8VQN6	-0.12	-0.015	-0.052	-0.0115
A0A0A0MQ92	0.489	0.47	0.429	0.3735
Q9QYA2	0.095	-0.028	0.02	-0.1345
Q60972	0.289	0.302	0.265	0.3175
Q923D2	0.029	0.045	0	0.0295
Q9WUR2	0.066	0.105	0.085	0.1535
P10605	0.426	0.588	0.426	0.5685
P11276	0.302	0.249	0.283	0.2945
Q6NZR5	0.018	-0.079	-0.023	-0.0695
P46638	-0.104	-0.061	-0.005	0.0375
Q8BHC4	0.011	-0.073	0.029	-0.0665
Q9ESJ4	0.108	0.039	-0.009	-0.0385
Q6NS60	-0.06	-0.053	-0.099	-0.0895
Q7TSV4	0.049	-0.005	0.032	-0.0075
P84228	-0.391	-0.46	-0.232	-0.3565
P62482	-0.079	-0.045	-0.17	-0.1535
Q5SR	0.244	0.236	0.136	0.0955
Q8BLN5	-0.151	-0.196	-0.106	-0.1915
A0A0A6YWG7	0.067	0.048	0.058	0.0005
O88602	0.02	0.018	0.029	0.0635
E9Q912	-0.016	0.132	-0.028	0.1035
Q6P542	-0.077	-0.054	-0.046	-0.0485
Q60520-1	-0.08	-0.093	-0.027	-0.0425
Q9WTI7-2	-0.043	-0.091	-0.038	-0.1115
Q9CY64	0.065	0.067	0.01	0.0065
Q9CQM8	-0.017	-0.09	0.044	-0.0265
P53395	-0.201	-0.114	-0.135	-0.0865
Q3UMY5	-0.07	-0.075	-0.06	-0.0505
Q3U5Q7	0.136	0.132	0.057	0.0315
Q8R0G9	0.108	-0.003	0.11	-0.0075
Q8BG81	-0.131	-0.08	-0.036	0.0195
Q8BZB3	0.096	0.075	0.016	0.0215
Q64735	1.099	1.129	0.896	0.8645
Q8C0E2	-0.085	-0.097	-0.149	-0.1575
Q8CG76	-0.553	-0.353	-0.525	-0.2655
Q8VEH8	0.143	0.137	0.113	0.1515
O70443	-0.015	-0.037	-0.053	-0.0955
Q99NH0	0.157	0.073	0.12	0.0675
K4DI59	-0.178	-0.159	-0.089	-0.1365
Q920E5	-0.146	-0.071	-0.035	0.0235
Q8C996	0.176	0.185	0.034	0.0455
Q9CQ62	-0.075	-0.108	-0.008	-0.0795
Q8BTV2	-0.011	-0.022	0.017	0.0045
Q810B7	1.04	0.877	0.747	0.6455
O55126	-0.316	-0.174	-0.243	-0.0635
O35887	1.743	1.745	1.703	1.6525
F8VQC1	-0.22	-0.134	-0.054	0.0025
P31650	-0.091	0.192	-0.309	0.0175
O09061	0.013	0.006	0.055	0.0575
A2RSJ4	-0.03	0.026	-0.021	0.0195
P25911	-0.08	-0.138	-0.068	-0.1385
B1ATV3	0.115	0.089	0.059	0.0245
P58389	0.089	0.079	0.018	0.0115
P14115	-0.061	-0.125	-0.015	-0.0445
E9PY39	0.005	0.046	-0.013	0.0415
Q9D883	-0.082	-0.076	-0.057	-0.0445
Q91YE6	0.141	-0.059	0.128	-0.0125
O08848	-0.022	-0.048	0.049	-0.0525
Q5IRJ6-2	0.122	0.078	0.007	0.0005
Q9WTS2	-0.005	-0.076	0.064	-0.0185
P63158	-0.102	0.136	-0.017	0.2515
Q9DCD2	0.047	0.104	0.051	0.0515
Q8C2E7	0.08	-0.021	0.009	-0.0195
P20108	0.053	0.142	-0.003	0.0625
Q3UKJ7	0.002	-0.094	0.015	-0.0795
Q8CCF0	0.001	0.04	0.128	0.1635
Q8VBZ3	0.086	0.06	0.042	0.0205
Q61687	-0.31	-0.266	-0.207	-0.1705
O35226	0.242	0.306	0.248	0.2625
Q61301	0.114	0.261	0.1	0.1595
Q08642	-0.082	0.04	-0.108	-0.0625
P11531	0.074	0.117	0.022	0.0875
Q69ZS7	0.268	0.197	0.24	0.1995
P61089	0.124	0.178	0.096	0.1825
Q80U56	-0.171	-0.13	-0.104	-0.0475
E9QP87	-0.142	-0.023	-0.163	-0.0235
P70699	0.168	0.115	0.066	0.0675
Q60709	0.79	0.921	0.651	0.8875
Q9Z321	0.062	-0.016	0.061	-0.0565
A2AEG6	-0.03	0.048	-0.086	0.0185
A2AI21	-0.127	-0.041	-0.083	-0.0045
Q91XL9-2	-0.147	-0.095	-0.05	-0.0225
Q9Z0P5	0.068	-0.008	0.083	-0.0075
Q8K2C9	-0.049	-0.169	-0.117	-0.2045
Q9D7H3	0.248	0.117	0.169	0.0345
Q505D9	0.076	-0.02	0.058	-0.0185
Q6P9K8	-0.167	0.068	-0.226	0.0825
Q8CIG8	-0.097	-0.209	-0.074	-0.1345
Q9D710	-0.009	-0.055	0.017	-0.0055
Q99N87	-0.074	-0.008	-0.096	-0.0905
P70318	-0.157	-0.204	-0.114	-0.1705
Q9Z1J3	-0.234	-0.165	-0.163	-0.0625
Q9DAK9	0.094	0.191	0.135	0.1365
Q9CZ44-3	0.047	0.162	0.072	0.1375
Q9WU40-2	-0.54	-0.175	-0.562	-0.1255
A2ADY9	0.12	0.039	0.146	0.0585
G3XA17	-0.026	0.045	0.011	0.0635
Q01705	0.658	0.921	0.509	0.8845
Q6ZPU9	-0.034	-0.079	-0.085	-0.0675
Q9CQF3	-0.202	-0.141	-0.082	0.0035
P84104	-0.031	0.072	-0.016	0.0985
Q9DC50	0.022	-0.025	0.015	-0.0385
Q9DB20	-0.038	0.068	-0.12	0.0315
Q8C729-2	-0.092	-0.01	-0.081	-0.0055
Q9JIK5	-0.05	-0.146	0.036	-0.0705
P19157	-0.004	0.095	0.014	0.1155
O54984	0.05	0.108	0.134	0.1555
Q61037-6	-0.084	-0.078	-0.128	-0.0825
P36552	0.049	0.041	0.028	0.0625
Q9CT10	0.106	0.072	0.051	0.1005
Q9R099	-0.203	-0.262	-0.128	-0.1795
D4AFX7	0.018	0	-0.005	-0.0585
P31230	0.244	0.258	0.239	0.2435
Q9JJL8	-0.036	-0.108	-0.032	-0.0835
Q3URE1	0.048	0.071	0.027	0.0055
E9Q3B9	0.06	0.066	0.066	0.0255
Q922Q4	-0.208	-0.19	-0.178	-0.1845
F8WHU5	-0.231	-0.105	-0.072	0.0045
P97792	2.354	2.37	2.012	2.0995
Q9R171	0.098	0.127	0.052	0.0695
A2AI52	-0.124	-0.079	-0.148	-0.0455
Q6ZWZ6	0.172	0.213	0.224	0.2325
Q9CQJ8	-0.033	0.047	-0.017	0.0665
Q9Z0H3	-0.025	-0.103	0.027	-0.0325
Q8VHR5	-0.344	-0.145	-0.304	-0.1025
P56695	0.125	0.037	0.045	0.0215
Q91YP2	-0.028	0.045	0.014	0.0785
Q9WU60	0.781	0.835	0.535	0.6535
P62267	0.059	0.003	0.078	-0.0225
Q8R3G1	0.022	-0.04	0.083	-0.0055
Q8VBT9	-0.083	-0.01	-0.019	-0.0035
Q9D358	0.154	0.089	0.121	0.0765
Q8C166	0.027	-0.032	0.085	-0.0095
Q8BTX9	-0.172	-0.129	-0.13	-0.1815
Q3V3Q7	-0.258	-0.237	-0.238	-0.2605
P70122	-0.026	-0.052	0.005	0.0195
Q06180	-0.09	-0.117	-0.067	-0.1045
Q91XZ9	1.558	1.461	1.318	1.2325
P84099	-0.118	-0.13	-0.12	-0.0995
P62869	-0.004	0.074	0.008	0.1025
Q80UM7	0.067	-0.069	0.043	-0.0475
Q8BH24	-0.05	-0.164	-0.024	-0.0795
Q9Z2N8	0.048	-0.03	0.097	0.0235
O70503	-0.133	-0.182	-0.134	-0.1525
Q6DIB5	1.002	1.066	0.74	0.8965
Q9CQI3	0.184	0.097	0.092	0.0695
Q80UP8	-0.221	-0.006	-0.128	0.0275
Q91VM9	0.149	0.143	0.078	0.1045
Q6GSS7	0.045	0.106	0.102	0.2125
G3X8X7	-0.104	-0.076	-0.134	-0.1435
Q9EPL9	-0.013	-0.051	-0.085	-0.0865
Q9CQT1	-0.011	0.005	0.02	0.0035
E9Q2H1	0.015	0.036	0.072	0.0345
P70290	0.045	0.119	0.002	0.0645
A9DA50	0.825	0.914	0.652	0.8625
Q8BX94	0.042	-0.021	0.045	0.0105
E9PVU7	-0.408	-0.229	-0.42	-0.1185
Q9QZB7	0.077	0.045	0.009	0.0155
Q8C052	-0.145	-0.087	-0.159	-0.0215
A0A0A0MQ93	0.319	0.305	0.218	0.2055
P47934	-0.021	-0.077	-0.016	-0.0435
Q9D880	0.054	0.063	0.009	0.0305
Q99L47	0.008	0.131	0.007	0.1195
E9PZF0	-0.04	0.041	-0.026	0.0805
Q68FM7	0.072	0.06	-0.062	-0.0715
G3XA53	1.835	1.846	1.44	1.5005
P63056-2	0.671	0.615	0.494	0.4915
Q9CQW1	-0.378	-0.386	-0.321	-0.3045
Q9JMK2	-0.108	-0.187	-0.091	-0.1625
Q3TIX6	0.082	0.086	0.07	0.1195
Q9D1G5	0.046	0.042	0.106	0.0885
P19783	-0.24	0.036	-0.14	0.0215
O35593	-0.119	-0.199	-0.081	-0.1245
Q64010	-0.03	0.049	0.02	0.1315
Q60631	-0.346	-0.114	-0.388	-0.1155
Q60692	-0.112	-0.191	-0.093	-0.1585
P97291	1.691	1.655	1.324	1.2745
E9PUL5	0.326	0.451	0.205	0.3775
O89079	0.065	0.014	0.082	0.0565
Q8BPM2	-0.323	-0.289	-0.239	-0.2135
Q9JKF1	-0.01	-0.035	-0.011	-0.0645
Q69Z99	-0.978	-0.771	-0.782	-0.5775
Q80XD3	-0.161	-0.072	-0.032	0.0605
Q8VE33	-0.027	-0.009	0.035	0.0465
Q9CXW4	-0.057	-0.11	0.008	-0.0265
Q61187	-0.208	-0.189	-0.12	-0.0715
Q91WC0	0.069	-0.017	0.033	-0.0125
Q3TWW8	-0.053	0.017	-0.033	0.0595
Q5FWK3	0.212	0.233	0.187	0.1395
Q9JI78	0.099	0.008	0.053	-0.0325
A0A0A0MQE5	-0.096	-0.019	-0.011	0.0515
Q9WTT4	0.154	0.243	0.069	0.1405
Q8VE11	-0.209	-0.203	-0.166	-0.1995
Q6ZQI3	0.183	0.163	0.256	0.2445
Q9R008	0.136	0.048	0.093	0.0075
Q9DBG7	0.044	-0.033	0.087	-0.0665
P47199	0.05	0.008	0.061	0.0125
E9Q6G4	0.28	0.198	0.187	0.1625
P28028	-0.039	-0.008	-0.031	-0.0245
Q8K2T1	0.259	0.184	0.256	0.1815
P97310	0.182	0.011	0.249	0.0875
P52825	-0.141	-0.054	-0.13	-0.0755
Q9D881	0.012	0.168	-0.017	0.1335
Q3TDQ1	-0.092	-0.145	-0.059	-0.1725
Q6NV83	-0.409	-0.214	-0.261	-0.0625
Q8K4Z3	-0.009	-0.024	0.021	0.0015
Q9JJY3	0.171	-0.002	0.157	0.0205
Q61220	0.567	0.673	0.451	0.5915
Q8C7R4	0.144	0.073	0.07	0.0605
Q71RI9	0.087	0.025	0.036	-0.0305
Q8BFQ4	-0.323	-0.41	-0.239	-0.2815
Q9WTR5	2.172	2.205	1.691	1.6195
O08688	-0.241	-0.236	-0.142	-0.1615
P32067	-0.322	-0.146	-0.26	-0.0175
Q99J08	0.014	-0.045	-0.103	-0.1015
P60202	-0.506	-0.385	-0.759	-0.5755
O88507	0.966	1.116	0.965	1.0865
O55222	0	0.029	0.001	0.0395
P56959	0.094	0.139	0.186	0.2595
O35239	-0.188	-0.146	-0.185	-0.1525
Q5PR73	-0.105	-0.041	-0.14	-0.0635
Q7TSQ8	-0.116	-0.118	-0.038	-0.0765
Q9QXK7	0.076	0.068	0.092	0.0715
O88587	0.176	0.046	0.125	0.0445
Q3U0M1	-0.025	-0.046	-0.038	-0.0685
Q8K268	-0.024	-0.076	-0.001	-0.0215
P40336	0.102	0.043	0.025	-0.0625
E9PUW7	-0.412	-0.364	-0.331	-0.3305
Q9CZM2	-0.466	-0.478	-0.381	-0.3635
Q9WVQ1	0.102	0.109	0.087	0.0785
Q6PGC1	-0.349	-0.201	-0.23	-0.1105
P35802	-0.053	-0.019	-0.207	-0.1755
Q8BZW8	-0.133	0.032	0.022	0.0885
Q9CQH3	-0.007	0.033	-0.029	0.0345
P56380	-0.011	-0.033	-0.004	-0.0645
P97315	-0.142	0.076	-0.152	0.0705
P61255	-0.161	-0.24	-0.117	-0.2115
Q64674	0.113	0.041	0.067	0.0155
D3YXJ0	0.054	0.086	0.132	0.1115
Q7TQH0-2	-0.174	0.042	-0.128	0.0575
Q8K394	-0.557	-0.435	-0.379	-0.2325
Q91Z53	0.105	0.125	0.051	0.0845
F8VPR5	-0.192	-0.193	-0.08	0.0125
Q8C181-4	-0.152	-0.115	-0.143	-0.0335
Q9WUL7	0.119	0.179	0.12	0.1545
A0A1L1SRX2	-0.162	-0.16	-0.083	-0.1195
Q9D1D4	-0.002	-0.001	0.043	0.0285
Q8R2T8	-0.4	-0.244	-0.252	-0.1195
Q14BI1	0.139	0.198	-0.089	0.0775
P97390	-0.003	-0.085	-0.023	-0.0945
Q9CXJ4	0.021	-0.031	0.008	-0.0355
Q8R2Y0	-0.062	-0.112	-0.082	-0.1295
Q8BJI1	0.092	0.21	0.029	0.1585
Q99NF7	-0.036	0.067	-0.1	0.0335
O08547	0.006	-0.047	-0.037	-0.0715
Q9D517	-0.282	-0.285	-0.163	-0.1525
Q3U9G9	-0.268	-0.377	-0.139	-0.2815
Q6P4T0	0.13	0.04	0.147	0.0265
P85094	0.107	-0.011	0.09	-0.0055
E9Q1W7	-0.118	-0.083	-0.011	-0.0465
Q08274	-0.005	-0.041	-0.04	-0.0645
Q9Z2D0	0.021	-0.121	-0.003	-0.1355
P45878	0.201	0.203	0.137	0.2065
Q00493	0.529	0.591	0.547	0.6405
Q8BWY3	0.088	-0.034	0.096	0.0055
Q91XD7	0.663	0.762	0.557	0.6865
Q3TXX4	-0.045	0.023	-0.112	-0.0275
P08228	0.361	0.337	0.152	0.1555
F6SEU4	-0.122	-0.071	-0.079	-0.0715
Q60803	-0.25	-0.151	-0.277	-0.1035
